Title,Link
"wedding venue rentalsthe revitalization of heritage buildings, tended gardens and captivating landscapes present unique and tranquil settings for your special day.",https://www.hamilton.ca/things-do/venues-facilities-bookings/venue-rentals-packages/wedding-venue-rentals
zoning verfication,https://www.hamilton.ca/build-invest-grow/starting-small-business/one-stop-business/zoning-verification-and-property-report
by-law 12-031 and amending by-laws as passed by council,https://www.hamilton.ca/city-council/by-laws-enforcement/search-by-laws?category=336&sort_bef_combine=number_ASC
22-074,https://www.hamilton.ca/city-council/by-laws-enforcement/search-by-laws?keywords=22-074&category=All&sort_bef_combine=type_DESC
learn more about additional dwelling units (adu),https://www.hamilton.ca/build-invest-grow/construction-renovation/residential-building-renovation/additional-dwelling-units
10-128,https://www.hamilton.ca/city-council/by-laws-enforcement/search-by-laws?keywords=10-128&category=All&sort_bef_combine=type_DESC
city by-laws,https://www.hamilton.ca/by-laws
tree ownership,https://www.hamilton.ca/home-neighbourhood/house-home/gardens-trees/tree-ownership
15-107,https://www.hamilton.ca/city-council/by-laws-enforcement/search-by-laws?keywords=15-107&category=All&sort_bef_combine=type_DESC
18-032,https://www.hamilton.ca/city-council/by-laws-enforcement/search-by-laws?keywords=18-032&category=All&sort_bef_combine=type_DESC
22-075,https://www.hamilton.ca/city-council/by-laws-enforcement/search-by-laws?keywords=22-075&category=All&sort_bef_combine=type_DESC
additional dwelling units,https://www.hamilton.ca/build-invest-grow/construction-renovation/residential-building-renovation/additional-dwelling-units
21-189,https://www.hamilton.ca/city-council/by-laws-enforcement/search-by-laws?keywords=21-189&category=All&sort_bef_combine=type_DESC
whitehern historic house & garden national historic site,https://www.hamilton.ca/things-do/hamilton-civic-museums/whitehern-historic-house-garden-national-historic-site
submit your project/proposal to the online project stream,https://www.hamilton.ca/build-invest-grow/housing-secretariat/affordable-housing-development-project-stream-application
building permit review and approval,https://www.hamilton.ca/build-invest-grow/construction-renovation/residential-building-renovation/building-permit-review
19-103,https://www.hamilton.ca/city-council/by-laws-enforcement/search-by-laws?keywords=19-103&category=All&sort_bef_combine=type_DESC
by-law 14-090 and amending by-laws as passed by council,https://www.hamilton.ca/city-council/by-laws-enforcement/search-by-laws?keywords=14-090&category=All&sort_bef_combine=number_ASC
06-166,https://www.hamilton.ca/city-council/by-laws-enforcement/search-by-laws?keywords=06-166&category=All&sort_bef_combine=type_DESC
i want to appeal an order to complya property owner has the right to appeal the order to comply to the property standards appeal committee for a decision. learn more about the appeals process.,https://www.hamilton.ca/city-council/by-laws-enforcement/by-law-violations-appeals
zoning,https://www.hamilton.ca/build-invest-grow/planning-development/zoning
by-law 07-160 and amending by-laws as passed by council,https://www.hamilton.ca/city-council/by-laws-enforcement/search-by-laws?keywords=07-160&category=All&sort_bef_combine=number_ASC
residential zones,https://www.hamilton.ca/build-invest-grow/planning-development/zoning/residential-zones-project
14-163,https://www.hamilton.ca/city-council/by-laws-enforcement/search-by-laws?keywords=14-163&category=All&sort_bef_combine=type_DESC
"city treesthe city maintains over 120,000 trees located in parks, open spaces and cemeteries and over 300,000 within the road allowance of city streets.",https://www.hamilton.ca/home-neighbourhood/house-home/gardens-trees/city-trees
15-238,https://www.hamilton.ca/city-council/by-laws-enforcement/search-by-laws?keywords=15-238&category=All&sort_bef_combine=type_DESC
request to review by-law fee,https://www.hamilton.ca
19-066,https://www.hamilton.ca/city-council/by-laws-enforcement/search-by-laws?keywords=19-066&category=All&sort_bef_combine=type_DESC
zoning by-law amendment,https://www.hamilton.ca/build-invest-grow/planning-development/planning-applications/zoning-by-law-amendment
review the by-law violations & appeals process,https://www.hamilton.ca/city-council/by-laws-enforcement/by-law-violations-appeals
inclusionary zoninga planning tool for ontario municipalities that requires a certain percentage of affordable units to be included in market rate housing development or redevelopment located within protected major transit station areas only.,https://www.hamilton.ca/build-invest-grow/planning-development/zoning/inclusionary-zoning
"outdoor wedding venuesexpansive green spaces, tended gardens and captivating landscapes present tranquil settings.",https://www.hamilton.ca/things-do/venues-facilities-bookings/venue-rentals-packages/wedding-venue-rentals/outdoor-wedding
sam lawrence park,https://www.hamilton.ca/things-do/parks-green-space/creating-improving-parks/park-projects/sam-lawrence-park
register the vacant building,https://www.hamilton.ca/home-property-and-development/property-gardens-trees/vacant-buildings-registry
use the search tool to find a by-law,https://www.hamilton.ca/city-council/by-laws-enforcement/search-by-laws
22-132,https://www.hamilton.ca/city-council/by-laws-enforcement/search-by-laws?keywords=20-132&category=All&sort_bef_combine=type_DESC
private treestrees on private property are protected by tree protection by-laws. property owners are responsible for maintenance and damage to trees.,https://www.hamilton.ca/home-neighbourhood/house-home/gardens-trees/private-trees
by-law 15-058 and amending by-laws as passed by council,https://www.hamilton.ca/city-council/by-laws-enforcement/search-by-laws?keywords=15-058&category=All&sort_bef_combine=number_ASC
